Country Name,Indicator Name,Year,Value
Costa Rica,Gini index,2008,48.6
Germany,Gini index,2008,30.8
Denmark,Gini index,2008,25.2
Ghana,Gini index,2008,
Japan,Gini index,2008,34.6
Poland,Gini index,2008,33.5
United States,Gini index,2008,41.1
South Africa,Gini index,2008,63.0
Chile,Gini index,2009,47.4
Costa Rica,Gini index,2009,50.6
Germany,Gini index,2009,30.5
Denmark,Gini index,2009,26.7
Ghana,Gini index,2009,
Japan,Gini index,2009,33.0
Poland,Gini index,2009,33.4
United States,Gini index,2009,40.8
South Africa,Gini index,2009,
Chile,Gini index,2010,
Costa Rica,Gini index,2010,48.0
Germany,Gini index,2010,30.2
Denmark,Gini index,2010,27.2
Ghana,Gini index,2010,
Japan,Gini index,2010,31.5
Poland,Gini index,2010,33.2
United States,Gini index,2010,40.2
South Africa,Gini index,2010,63.4
Chile,Gini index,2011,46.9
Costa Rica,Gini index,2011,48.8
Germany,Gini index,2011,30.6
Denmark,Gini index,2011,27.3
Ghana,Gini index,2011,
Japan,Gini index,2011,33.0
Poland,Gini index,2011,33.2
United States,Gini index,2011,41.2
South Africa,Gini index,2011,
Chile,Gini index,2012,
Costa Rica,Gini index,2012,48.4
Germany,Gini index,2012,31.1
Denmark,Gini index,2012,27.8
Ghana,Gini index,2012,42.4
Japan,Gini index,2012,32.5
Poland,Gini index,2012,33.0
United States,Gini index,2012,41.2
South Africa,Gini index,2012,
Chile,Gini index,2013,46.8
Costa Rica,Gini index,2013,49.2
Germany,Gini index,2013,31.5
Denmark,Gini index,2013,28.5
Ghana,Gini index,2013,
Japan,Gini index,2013,31.5
Poland,Gini index,2013,33.1
United States,Gini index,2013,40.9
South Africa,Gini index,2013,
Chile,Gini index,2014,
Costa Rica,Gini index,2014,48.6
Germany,Gini index,2014,30.8
Denmark,Gini index,2014,28.4
Ghana,Gini index,2014,
Japan,Gini index,2014,31.3
Poland,Gini index,2014,32.8
United States,Gini index,2014,41.7
South Africa,Gini index,2014,63.0
Chile,Gini index,2015,45.3
Costa Rica,Gini index,2015,48.4
Germany,Gini index,2015,31.7
Denmark,Gini index,2015,28.2
Ghana,Gini index,2015,
Japan,Gini index,2015,30.7
Poland,Gini index,2015,31.8
United States,Gini index,2015,41.5
South Africa,Gini index,2015,
Chile,Gini index,2016,
Costa Rica,Gini index,2016,48.7
Germany,Gini index,2016,31.4
Denmark,Gini index,2016,28.2
Ghana,Gini index,2016,43.5
Japan,Gini index,2016,31.8
Poland,Gini index,2016,31.2
United States,Gini index,2016,41.3
South Africa,Gini index,2016,
Chile,Gini index,2017,45.3
Costa Rica,Gini index,2017,48.3
Germany,Gini index,2017,31.3
Denmark,Gini index,2017,28.7
Ghana,Gini index,2017,
Japan,Gini index,2017,31.8
Poland,Gini index,2017,29.7
United States,Gini index,2017,41.4
South Africa,Gini index,2017,
Chile,Gini index,2018,
Costa Rica,Gini index,2018,48.0
Germany,Gini index,2018,31.9
Denmark,Gini index,2018,28.2
Ghana,Gini index,2018,
Japan,Gini index,2018,32.9
Poland,Gini index,2018,30.2
United States,Gini index,2018,41.8
South Africa,Gini index,2018,
Chile,Gini index,2019,
Costa Rica,Gini index,2019,48.2
Germany,Gini index,2019,31.8
Denmark,Gini index,2019,27.7
Ghana,Gini index,2019,
Japan,Gini index,2019,33.0
Poland,Gini index,2019,28.8
United States,Gini index,2019,41.9
South Africa,Gini index,2019,
Chile,Gini index,2020,47.0
Costa Rica,Gini index,2020,49.2
Germany,Gini index,2020,32.4
Denmark,Gini index,2020,27.5
Ghana,Gini index,2020,
Japan,Gini index,2020,32.3
Poland,Gini index,2020,28.5
United States,Gini index,2020,40.0
South Africa,Gini index,2020,
Chile,Gini index,2021,
Costa Rica,Gini index,2021,48.7
Germany,Gini index,2021,
Denmark,Gini index,2021,28.3
Ghana,Gini index,2021,
Japan,Gini index,2021,
Poland,Gini index,2021,28.5
United States,Gini index,2021,39.7
South Africa,Gini index,2021,
Chile,Gini index,2022,43.0
Costa Rica,Gini index,2022,47.2
Germany,Gini index,2022,
Denmark,Gini index,2022,29.3
Ghana,Gini index,2022,
Japan,Gini index,2022,
Poland,Gini index,2022,28.9
United States,Gini index,2022,41.7
South Africa,Gini index,2022,
Chile,Gini index,2023,
Costa Rica,Gini index,2023,46.7
Germany,Gini index,2023,
Denmark,Gini index,2023,29.9
Ghana,Gini index,2023,
Japan,Gini index,2023,
Poland,Gini index,2023,28.5
United States,Gini index,2023,41.8
South Africa,Gini index,2023,
Chile,Gini index,2024,
Costa Rica,Gini index,2024,45.8
Germany,Gini index,2024,
Denmark,Gini index,2024,
Ghana,Gini index,2024,
Japan,Gini index,2024,
Poland,Gini index,2024,
United States,Gini index,2024,
South Africa,Gini index,2024,
Chile,"Life expectancy at birth, total (years)",1980,69.475
Costa Rica,"Life expectancy at birth, total (years)",1980,73.034
Germany,"Life expectancy at birth, total (years)",1980,72.80031707
Denmark,"Life expectancy at birth, total (years)",1980,74.10170732
Ghana,"Life expectancy at birth, total (years)",1980,51.059
Japan,"Life expectancy at birth, total (years)",1980,75.98902439
Poland,"Life expectancy at birth, total (years)",1980,70.09756098
United States,"Life expectancy at birth, total (years)",1980,73.6097561
South Africa,"Life expectancy at birth, total (years)",1980,59.961
Chile,"Life expectancy at birth, total (years)",1981,69.822
Costa Rica,"Life expectancy at birth, total (years)",1981,73.441
Germany,"Life expectancy at birth, total (years)",1981,73.04021951
Denmark,"Life expectancy at birth, total (years)",1981,74.2304878
Ghana,"Life expectancy at birth, total (years)",1981,51.313
Japan,"Life expectancy at birth, total (years)",1981,76.39487805
Poland,"Life expectancy at birth, total (years)",1981,71.05121951
United States,"Life expectancy at birth, total (years)",1981,74.0097561
South Africa,"Life expectancy at birth, total (years)",1981,60.445
Chile,"Life expectancy at birth, total (years)",1982,70.291
Costa Rica,"Life expectancy at birth, total (years)",1982,73.865
Germany,"Life expectancy at birth, total (years)",1982,73.33314634
Denmark,"Life expectancy at birth, total (years)",1982,74.55121951
Ghana,"Life expectancy at birth, total (years)",1982,51.425
Japan,"Life expectancy at birth, total (years)",1982,76.87365854
Poland,"Life expectancy at birth, total (years)",1982,71.10243902
United States,"Life expectancy at birth, total (years)",1982,74.36097561
South Africa,"Life expectancy at birth, total (years)",1982,60.936
Chile,"Life expectancy at birth, total (years)",1983,70.83
Costa Rica,"Life expectancy at birth, total (years)",1983,74.245
Germany,"Life expectancy at birth, total (years)",1983,73.62214634
Denmark,"Life expectancy at birth, total (years)",1983,74.4204878
Ghana,"Life expectancy at birth, total (years)",1983,51.78
Japan,"Life expectancy at birth, total (years)",1983,76.92195122
Poland,"Life expectancy at birth, total (years)",1983,71.0
United States,"Life expectancy at birth, total (years)",1983,74.46341463
South Africa,"Life expectancy at birth, total (years)",1983,61.393
Chile,"Life expectancy at birth, total (years)",1984,71.215
Costa Rica,"Life expectancy at birth, total (years)",1984,74.581
Germany,"Life expectancy at birth, total (years)",1984,74.07229268
Denmark,"Life expectancy at birth, total (years)",1984,74.56219512
Ghana,"Life expectancy at birth, total (years)",1984,52.232
Japan,"Life expectancy at birth, total (years)",1984,77.29121951
Poland,"Life expectancy at birth, total (years)",1984,70.8
United States,"Life expectancy at birth, total (years)",1984,74.56341463
South Africa,"Life expectancy at birth, total (years)",1984,61.837
Chile,"Life expectancy at birth, total (years)",1985,71.615
Costa Rica,"Life expectancy at birth, total (years)",1985,74.765
Germany,"Life expectancy at birth, total (years)",1985,74.18909756
Denmark,"Life expectancy at birth, total (years)",1985,74.42756098
Ghana,"Life expectancy at birth, total (years)",1985,52.732
Japan,"Life expectancy at birth, total (years)",1985,77.5604878
Poland,"Life expectancy at birth, total (years)",1985,70.54878049
United States,"Life expectancy at birth, total (years)",1985,74.56341463
South Africa,"Life expectancy at birth, total (years)",1985,62.195
Chile,"Life expectancy at birth, total (years)",1986,72.061
Costa Rica,"Life expectancy at birth, total (years)",1986,74.949
Germany,"Life expectancy at birth, total (years)",1986,74.39682927
Denmark,"Life expectancy at birth, total (years)",1986,74.5797561
Ghana,"Life expectancy at birth, total (years)",1986,53.276
Japan,"Life expectancy at birth, total (years)",1986,78.0104878
Poland,"Life expectancy at birth, total (years)",1986,70.84878049
United States,"Life expectancy at birth, total (years)",1986,74.61463415
South Africa,"Life expectancy at birth, total (years)",1986,62.421
Chile,"Life expectancy at birth, total (years)",1987,72.466
Costa Rica,"Life expectancy at birth, total (years)",1987,75.224
Germany,"Life expectancy at birth, total (years)",1987,74.80702439
Denmark,"Life expectancy at birth, total (years)",1987,74.69121951
Ghana,"Life expectancy at birth, total (years)",1987,53.818
Japan,"Life expectancy at birth, total (years)",1987,78.4295122
Poland,"Life expectancy at birth, total (years)",1987,70.89756098
United States,"Life expectancy at birth, total (years)",1987,74.76585366
South Africa,"Life expectancy at birth, total (years)",1987,62.694
Chile,"Life expectancy at birth, total (years)",1988,72.788
Costa Rica,"Life expectancy at birth, total (years)",1988,75.546
Germany,"Life expectancy at birth, total (years)",1988,74.99873171
Denmark,"Life expectancy at birth, total (years)",1988,74.77170732
Ghana,"Life expectancy at birth, total (years)",1988,54.396
Japan,"Life expectancy at birth, total (years)",1988,78.3497561
Poland,"Life expectancy at birth, total (years)",1988,71.33170732
United States,"Life expectancy at birth, total (years)",1988,74.76585366
South Africa,"Life expectancy at birth, total (years)",1988,62.902
Chile,"Life expectancy at birth, total (years)",1989,73.188
Costa Rica,"Life expectancy at birth, total (years)",1989,75.85
Germany,"Life expectancy at birth, total (years)",1989,75.19153659
Denmark,"Life expectancy at birth, total (years)",1989,74.7997561
Ghana,"Life expectancy at birth, total (years)",1989,54.936
Japan,"Life expectancy at birth, total (years)",1989,78.76853659
Poland,"Life expectancy at birth, total (years)",1989,71.04390244
United States,"Life expectancy at birth, total (years)",1989,75.01707317
